neighbourhood,neighbourhood_oe
Zestoa,5095
Zurrieq,5096
Franklin Ward,5097
Killiney-Shankill LEA-7,5098
Juan XXIII,5099
Vall-llobrega,5100
Pavuna,5101
Treycovagnes,5102
Madison Park,5103
Marananga,5104
"Cruz Roja, Capuchinos",5105
Nestor,5106
Vinegar Hill,5107
Greater Hume Shire ,5108
Thurles LEA-5,5109
Palau-sator,5110
Rota d'Imagna,5111
Ward 116,5112
La Pera,5113
Merritt,5114
Southwest Hills,5115
Prince's Bay,5116
Sant Miquel de Fluvià,5117
Zamudio,5118
Cassaro,5119
BODDINGTON,5120
Ward 10,5121
Northwest Heights,5122
North Tabor,5123
Monaghan LEA-7,5124
Roncobello,5125
Grumello del Monte,5126
College View - South Platte,5127
RAVENSTHORPE,5128
Purvciems,5129
Laguardia,5130
District 28,5131
Upper Peralta Creek-Bartlett,5132
Santíssimo,5133
Paudex,5134
Flaxman Valley,5135
Rolando,5136
Waterford,5137
Linwood Ward,5138
Bruce Ward,5139
Ferrarese,5140
Barnum West,5141
Mill Basin,5142
North Stonehurst,5143
Santa Domenica Vittoria,5144
Paeroa Ward,5145
Viladamat,5146
AbadiÃ±o,5147
Gharb,5148
Castroreale,5149
Castellfollit de la Roca,5150
La Favorita,5151
Saint Croix,5152
Agualva e Mira-Sintra,5153
Argay,5154
Panoramic Hill,5155
Piedmont Avenue,5156
Salvador,5157
Mineo,5158
Maranoa ,5159
Wondelgem,5160
Collonge-Bellerive,5161
Caronia,5162
Daillens,5163
Lincoln,5164
Dyker Heights,5165
Řeporyje,5166
Pedra de Guaratiba,5167
Sorell ,5168
Horfield,5169
Tremestieri Etneo,5170
Lopez/Kagel Canyons,5171
Salisbury ,5172
Sligo-Strandhill LEA-6,5173
Vita,5174
Tama Shi,5175
Motta d'Affermo,5176
Innes Ward,5177
Marocco Terraglio,5178
Ανάφης (Anafi),5179
Higienópolis,5180
Rebordosa,5181
Mallow LEA-5,5182
San Ysidro,5183
Alvarenga,5184
Payerne,5185
Dolní Měcholupy,5186
San Marino,5187
Olinville,5188
Bayswater,5189
Polígono Sur,5190
Muinebeag LEA-5,5191
Coorow ,5192
Guils de Cerdanya,5193
Burnie ,5194
West 5,5195
Parlavà,5196
"Manique do Intendente, V.N.de S.Pedro e Maussa",5197
Arklow LEA-6,5198
Stevenson Ranch,5199
Torcello,5200
Torremaggiore,5201
Heliópolis,5202
Westport LEA-4,5203
Greenbank and The Braids,5204
Oakland Ave-Harrison St,5205
Shafter,5206
Morris Heights,5207
Rocha Miranda,5208
Quart,5209
Wexford LEA-7,5210
Claremont ,5211
Lloyd District,5212
Portlaw-Kilmacthomas LEA-5,5213
Deniliquin ,5214
CAMI REAL,5215
Sarrià de Ter,5216
Grotte,5217
Ashburn,5218
Springfield,5219
Romainmôtier-Envy,5220
"Los Príncipes, La Fontanilla",5221
Parque Alcosa,5222
Bolognetta,5223
Sunland,5224
South Beach,5225
Oltre il Colle,5226
Maçanet de Cabrenys,5227
Newcastle,5228
Santa Venera,5229
Spreydon Ward,5230
Queralbs,5231
Clason Point,5232
Pontós,5233
Parkrose Heights,5234
Castleisland LEA-4,5235
Surano,5236
Burdekin ,5237
Agronomia,5238
Maplewood,5239
Falkenhagener Feld,5240
Barossa ,5241
Cobh LEA-6,5242
Ennis LEA-7,5243
Stornara,5244
Riccarton Ward,5245
Colborne,5246
Ramos,5247
Gingin ,5248
Contessa Entellina,5249
West Elsdon,5250
Casteltermini,5251
Kolovraty,5252
Rolling Hills Estates,5253
Secondigliano,5254
San Donato di Lecce,5255
Toses,5256
Zelarino,5257
Presezzo,5258
Gilroy,5259
Lac-Baker,5260
Lapuebla de Labarca,5261
Dolní Chabry,5262
MÄ«lgrÄvis,5263
"El Torrejón, El Cerezo",5264
Barrio León,5265
Pasaia,5266
DUMBLEYUNG,5267
Nelson,5268
Durant Manor,5269
Zejtun,5270
Algua,5271
Jardim Sulacap,5272
Mount Crawford,5273
Cellamare,5274
Itala,5275
MEEKATHARRA,5276
Crispiano,5277
Ward 67,5278
AlegrÃ­a-Dulantzi,5279
Elysian Valley,5280
Queensferry West,5281
Valaar,5282
Rural Ward,5283
AÃ±ana,5284
La Habra Heights,5285
Villarosa,5286
Å Ä·irotava,5287
West Isles,5288
Torre Santa Susanna,5289
Sea Gate,5290
Praha 18,5291
San Nicandro Garganico,5292
Strathcona,5293
San Jerónimo,5294
Pont de Molins,5295
Murray ,5296
Berri and Barmera ,5297
Koloděje,5298
Cacuia,5299
Celrà,5300
Montevago,5301
Seacliff,5302
Beaconsfield,5303
Greenock,5304
Grammichele,5305
U.S. Naval Base,5306
Sant Feliu de Pallerols,5307
LA LLUM,5308
Hampstead,5309
MV 2,5310
PARCO DEI NAVIGLI,5311
Nociglia,5312
Harvey,5313
Franklin Harbour ,5314
Matamata Ward,5315
Santurtzi,5316
Vernier,5317
Spinone al Lago,5318
Hillsborough,5319
Mount Gambier ,5320
New Ross LEA-6,5321
Villalba,5322
Le Haillan,5323
Fuller Park,5324
Yankalilla ,5325
Versalles,5326
Tuam LEA-7,5327
Ostpreußendamm,5328
ΣΕΠΟΛΙΑ,5329
Murrindindi ,5330
Assoro,5331
Kleisti,5332
Powellhurst-Gilbert,5333
Corcelles-le-Jorat,5334
Paekawakawa/Southern Ward,5335
Kent,5336
Clonmel LEA-6,5337
Coppet,5338
Beresford,5339
Villa Santa Rita,5340
Crassier,5341
Salaparuta,5342
Narrandera ,5343
Basauri,5344
Foresto Sparso,5345
SANT MARCEL.LI,5346
Elgoibar,5347
Marechal Hermes,5348
Bellevue,5349
Wicklow,5350
Parkes ,5351
Addington,5352
Várzea,5353
Richmond Ward,5354
Portage Bay,5355
Venda do Pinheiro e Santo Estvo das Gals,5356
Zierbena,5357
FIGINO,5358
Camporeale,5359
Chabot Park,5360
Cottens (Vaud),5361
Darnall,5362
Beaudsert,5363
CAMI DE VERA,5364
Scillato,5365
Espolla,5366
ZolitÅ«de,5367
Villa Castelli,5368
Lallio,5369
Abaltzisketa,5370
Hellersdorf-Nord,5371
Kercem,5372
Far Southwest,5373
Cheseaux-sur-Lausanne,5374
"Santa Aurelia, Cantábrico, Atlántico, La Romería",5375
Corrigin ,5376
Panni,5377
Tumut Shire ,5378
Muskiz,5379
Port Richmond,5380
Rangiora-Ashley Ward,5381
Weddin ,5382
Santo Quintino,5383
Azurara,5384
Garrigoles,5385
Carregado e Cadafais,5386
Maniototo Ward,5387
Sampaio,5388
Presidio,5389
Eibar,5390
Quartiere Pertini,5391
Argelaguer,5392
Ralph Bunche,5393
Ward 22,5394
Vilar de Pinheiro,5395
Pacoima,5396
Lithgow ,5397
Gage Park,5398
Glenview,5399
DaugavgrÄ«va,5400
Attard,5401
Polígono Norte,5402
Brimbank ,5403
Butera,5404
Estellencs,5405
Okutama Machi,5406
Saint David,5407
Lomba,5408
Waioeka-Waiotahi Ward,5409
Sacca Fisola,5410
Chiquet-Fontaudin,5411
Crissier,5412
Towong ,5413
Gosnells ,5414
Bourran,5415
Banks Peninsula Ward,5416
Tachikawa Shi,5417
McClymonds,5418
Carrick Knowe,5419
"La Palmilla, Doctor Marañón",5420
Lanciego,5421
Sant'Erasmo,5422
Camden ,5423
Coronado (São Romão e São Mamede),5424
Dún Laoghaire LEA-7,5425
Paraparaumu Ward,5426
Saint Mary,5427
Premier,5428
Veyrier,5429
Chancy,5430
Escariz,5431
Genolier,5432
LantarÃ³n,5433
Bottens,5434
Darnius,5435
Eclépens,5436
Nieuw - Kwartier West,5437
Harvard Park,5438
MERREDIN,5439
"La Paz, Las Golondrinas",5440
Murrumbidgee ,5441
School,5442
Alvarelhos e Guidões,5443
Misilmeri,5444
El Cerro,5445
Greater Shepparton ,5446
Granard LEA-5,5447
Bucelas,5448
Chave,5449
Campalto Bagaron,5450
Aeroporto,5451
Candela,5452
Santa Ninfa,5453
Castlecomer LEA-6,5454
Mills College,5455
Fornells de la Selva,5456
Irwin ,5457
Das,5458
Grymes Hill,5459
Ispaster,5460
Renmark Paringa ,5461
CUBALLING,5462
Adelaide Hills ,5463
Deodoro,5464
Praha 20,5465
Zwijnaarde,5466
Lemoiz,5467
Äiekurkalns,5468
Vilaür,5469
New Springville,5470
Balbriggan LEA-5,5471
Ricardo de Albuquerque,5472
Sainte-Joseph,5473
The Calders,5474
Santa Eulália,5475
Eltingville,5476
LA VEGA BAIXA,5477
Dois Portos e Runa,5478
Galati Mamertino,5479
Carrick-on-Shannon LEA-6,5480
PARCO AGRICOLO SUD,5481
Engenho da Rainha,5482
Midland Beach,5483
Light Pass,5484
Hobsons Bay ,5485
Ermesinde,5486
Quartier 5-1,5487
Paredes,5488
Harbour Ward,5489
Mundaka,5490
Oneta,5491
Cete,5492
San Donaci,5493
Ardee LEA-6,5494
Chieuti,5495
Cuarnens,5496
Canelas,5497
Grant ,5498
Roseto Valfortore,5499
La Jonquera,5500
Middelheim,5501
Sherburne,5502
Trim LEA-6,5503
Berriz,5504
Cambridge ,5505
Saint George,5506
Bang Bon,5507
Palmerston ,5508
Stovner,5509
Marsaxlokk,5510
Aclens,5511
Ashcreek,5512
Malveira e So Miguel de Alcaina,5513
Pontida,5514
Carrigaline LEA-6,5515
Macieira de Cambra,5516
Satigny,5517
Siurana,5518
"Cisneo Alto, Santa María de Graccia",5519
Saint-Saphorin (Lavaux),5520
Bivona,5521
Limerick City North LEA-7,5522
Vallelunga Pratameno,5523
Wilmot,5524
Van Nest,5525
Amorebieta-Etxano,5526
Ultramort,5527
San Giovanni Bianco,5528
São Martinho da Gândara,5529
Santa Brigida,5530
Bancroft Business-Havenscourt,5531
George Town ,5532
Kilmuckridge LEA-4,5533
Huguenot,5534
Essertes,5535
Filwood,5536
Desert View Highlands,5537
Gateway,5538
Lockyer Valley ,5539
Fornelo e Vairão,5540
Ward 16,5541
Kingsclear,5542
Yalgoo ,5543
Mullingar LEA-6,5544
King Island ,5545
Grant Park,5546
Sant Joan les Fonts,5547
Fontcoberta,5548
Meadowbrook,5549
São João de Ver,5550
Bella Vista,5551
Cagnano Varano,5552
Torre Boldone,5553
Greater Geraldton ,5554
Ribera Baja,5555
Carlow LEA-7,5556
Leza,5557
County Regional Facility,5558
Pembroke,5559
Cork City South West LEA-7,5560
Far West,5561
Golf Links,5562
Casalvecchio di Puglia,5563
Rancho San Antonio,5564
Ambs,5565
Tasman ,5566
Schilpario,5567
Macello,5568
Southern Downs ,5569
Siverknowes and Davidson's Mains,5570
Fondachelli-Fantina,5571
Hawaiian Gardens,5572
Mornico al Serio,5573
Cypress Park,5574
Central Coast ,5575
Santa Caterina Villarmosa,5576
Sandy Creek,5577
Yvorne,5578
La Oliva,5579
Quartz Hill,5580
Commugny,5581
Killaloe LEA-5,5582
Musashino Shi,5583
Waterford City East LEA-6,5584
Neu-Hohenschönhausen Süd,5585
Genthod,5586
Fajozes,5587
Conargo ,5588
Arrigorriaga,5589
Kahuranaki Ward,5590
Loddon ,5591
Roche (Vaud),5592
Iberville,5593
Torre Antica,5594
Siggiewi,5595
Kaiwera-Waimumu Ward,5596
Milena,5597
San Pablo D y E,5598
Vuarrens,5599
Brusaporto,5600
Amer,5601
Kennedy,5602
Coomalie ,5603
Pines Village,5604
Briarcliff,5605
East Lake,5606
East Greenwich,5607
Mundaring ,5608
ΠΡΟΜΠΟΝΑ,5609
"Pinheiro da Bemposta, Travanca e Palmaz",5610
Windsor,5611
Ota,5612
Whitestone,5613
TOODYAY,5614
San Ramón,5615
Montelepre,5616
Eureka Ward,5617
Karratha ,5618
Vullierens,5619
Port Lincoln ,5620
Narrogin ,5621
Far South,5622
BENIFERRI,5623
Sobral de Monte Agrao,5624
Ranzanico,5625
Tullamore LEA-7,5626
Lakes-Murchison Ward,5627
New Dorp,5628
Mallabia,5629
YORK,5630
Sant Pau de Segúries,5631
Broadway-Manchester,5632
Kunitachi Shi,5633
Carona,5634
Huntly Ward,5635
Senador Vasconcelos,5636
Hayden Island,5637
Centennial,5638
Waterford City South LEA-6,5639
Vedeseta,5640
Limerick City East LEA-7,5641
Guagnano,5642
Hanapepe-Eleele,5643
South Ward,5644
Llambilles,5645
Port Augusta ,5646
Santo Cristo,5647
Tuas,5648
Central Falls,5649
Yvonand,5650
Ward 50,5651
Taranaki Coastal Ward,5652
Barrafranca,5653
Painho e Figueiros,5654
Basic,5655
Lo Prado,5656
Corstorphine North,5657
Aulesti,5658
Saatlen,5659
Villa d'Ogna,5660
Perroy,5661
Village De Lest,5662
Val-Bélair,5663
Moio Alcantara,5664
Comiston and Swanston,5665
Arnex-sur-Orbe,5666
Bell Gardens,5667
San Fernando,5668
Rio Mau e Arcos,5669
Cellino San Marco,5670
Villa Real,5671
Monteleone di Puglia,5672
Nogueira e Silva Escura,5673
Tea Tree Gully ,5674
Villa Soldati,5675
Cappamore-Kilmallock LEA-7,5676
Berrigan ,5677
Müggelheim,5678
Canning,5679
Mount Barker ,5680
GNOWANGERUP,5681
Merksem - Heide,5682
Tujunga Canyons,5683
Duillier,5684
Lynwood Hills,5685
Corriedale Ward,5686
Saint-Vincent-de-Paul,5687
Ward 75,5688
Rush-Lusk LEA-5,5689
Ward 93,5690
Santa Lucia del Mela,5691
Alfena,5692
Lladó,5693
Trélex,5694
Yarriambiack ,5695
Somerset ,5696
Borris-in-Ossory -Mountmellick LEA-6,5697
Tarxien,5698
Hostalric,5699
Urkabustaiz,5700
Kangaroo Island ,5701
LA FONTETA S.LLUIS,5702
San Biagio Platani,5703
Lavey-Morcles,5704
Cambridge Highlands,5705
Parque Anchieta,5706
Cory - Merrill,5707
Tanque,5708
Tāneatua-Waimana Ward ,5709
Exeter,5710
Riells i Viabrea,5711
Lorne,5712
Gorno,5713
Brighton ,5714
Roccafiorita,5715
Loiu,5716
Militello Rosmarino,5717
Retiro Obrero,5718
Zapponeta,5719
Sepulveda Basin,5720
Queanbeyan ,5721
Entratico,5722
Burton,5723
Allende-Viertel,5724
West Torrens ,5725
Manners Sutton,5726
Marble Hill,5727
Macroom LEA-6,5728
Ongar LEA-5,5729
BuÄ¼Ä¼i,5730
Pra' Secco,5731
Harrington,5732
South Deering,5733
Gordon,5734
Burtigny,5735
Fontana,5736
Neerland,5737
CARPESA,5738
Renca,5739
Clovenstone and Wester Hailes,5740
Birr LEA-6,5741
Sumner,5742
Novalles,5743
Quilpie ,5744
Las Almenas,5745
Campaspe ,5746
Matakaoa-Waiapu Ward,5747
Ridge Route,5748
Coelho Neto,5749
Georgetown,5750
Weldford,5751
Acquaviva Platani,5752
Casino,5753
Tawhiti-Uawa Ward,5754
South Whittier,5755
Jorat-Mézières,5756
La Mirada,5757
Lake Los Angeles,5758
Ward 79,5759
Zebbug (Malta),5760
Maracon,5761
Susqueda,5762
Montagut i Oix,5763
Bernedo,5764
Deurne Oost,5765
CHIARAVALLE,5766
Kunratice,5767
Villars-Sainte-Croix,5768
Colma,5769
Ribafria e Pereiro de Palhacana,5770
Orsara di Puglia,5771
Merafong City,5772
Tallaght South LEA-5,5773
Sibley,5774
Yens,5775
Turcifal,5776
Thawi Watthana,5777
Bellcaire d'Empordà,5778
Villabate,5779
Crestwood,5780
Wodonga ,5781
Caravaggio,5782
Waiau Aparima Ward,5783
"Prado, Parque María Luisa",5784
Eskuernaga,5785
Praha 16,5786
Ballaigues,5787
Crocker Highland,5788
Militello in Val di Catania,5789
Loures,5790
Cabonne ,5791
Blanchardstown-Mulhuddart LEA-5,5792
Mohaka Ward,5793
Ashbourne LEA-6,5794
Campo e Sobrado,5795
Koganei Shi,5796
Balazar,5797
Hoogte,5798
"Felipe II, Los Diez Mandamientos",5799
Dungarvan LEA-6,5800
Gloucester ,5801
Giardinello,5802
Oreti Ward,5803
Champvent,5804
Fuentelareina,5805
Curno,5806
Light ,5807
Wilrijk Centrum,5808
Lamelas e Guimarei,5809
Marzahn-Mitte,5810
Balzan,5811
Bohnsdorf,5812
Ca' Sabbioni,5813
Markham,5814
Donnybrook-Balingup ,5815
Lake Merritt,5816
Whyalla ,5817
Troina,5818
Elliston ,5819
Pregny-Chambésy,5820
North Whittier,5821
Montpreveyres,5822
Alm�,5823
Sackville,5824
San Pietro in Lama,5825
Grand Falls Town,5826
Prospect ,5827
Opuha Ward,5828
Donneloye,5829
Perth,5830
Malta e Canidelo,5831
Richmond Valley ,5832
Grant City,5833
Holliswood,5834
Asteasu,5835
Ortuella,5836
Moreda de Ãlava,5837
Port Pirie City and Dists ,5838
Kwinana ,5839
Etxebarria,5840
Rossville,5841
QUINTO ROMANO,5842
Lichtenrade,5843
Tullow LEA-6,5844
Breda,5845
Vulliens,5846
Can Peguera,5847
Abrigada e Cabanas de Torres,5848
Gropiusstadt,5849
Realengo,5850
"Palacio Congresos, Urbadiez, Entrepuentes, Jardines del Eden",5851
Limerick City West LEA-7,5852
Ascoli Satriano,5853
Bursins,5854
Gordexola,5855
Plantagenet ,5856
BolderÄja,5857
EreÃ±o,5858
Elgin,5859
Casalnuovo Monterotaro,5860
Lake Murray,5861
Flinders Ranges ,5862
Naracoorte and Lucindale ,5863
Horsham ,5864
Paola,5865
Rivierenhof,5866
Mgarr,5867
Alice Springs ,5868
Bray West LEA-4,5869
Gualtieri Sicamin,5870
Zalla,5871
Songavazzo,5872
Sinagra,5873
Vilamacolum,5874
Feilding Ward,5875
Sant Llorenç de la Muga,5876
Zegama,5877
Trucios-Turtzioz,5878
Monterosso Almo,5879
WOODANILLING,5880
Elciego,5881
Sarkandaugava,5882
Priolo Gargallo,5883
San Fratello,5884
Rennaz,5885
Ashburton Ward,5886
Ward 92,5887
Canonica d'Adda,5888
Sant Martí de Llémena,5889
Terra Nova,5890
Rocchetta Sant'Antonio,5891
Drogheda Rural LEA-4,5892
Gorey LEA-6,5893
Regencós,5894
Lake View Terrace,5895
Newbridge LEA-6,5896
Oamaru Ward,5897
Edgemere,5898
Dixon,5899
Chéserex,5900
Spuyten Duyvil,5901
Ajangiz,5902
Salisbury,5903
Campbelltown ,5904
Murweh ,5905
Salvatierra,5906
Oshima Machi,5907
Villegas,5908
Dzirciems,5909
Serzedo e Perosinho,5910
Vincent,5911
Oak Tree,5912
Goyder ,5913
Montréal-Est,5914
Ward 30,5915
Peral,5916
Lowry Field,5917
Peterborough ,5918
Slivenec,5919
Garrigàs,5920
Albano Sant'Alessandro,5921
Inagi Shi,5922
Mount Greenwood,5923
Goumoëns,5924
Horton Plaza,5925
Les Preses,5926
Tijuana River Valley,5927
Beverly,5928
Awaroa ki Tuakau Ward,5929
Mirto,5930
Derio,5931
Osvaldo Cruz,5932
Northern Ward/Pukerua ki te Raki,5933
Estlake Greens,5934
La Sarraz,5935
Pirongia Ward,5936
Longirod,5937
Sopuerta,5938
Gagliano Castelferrato,5939
Hinohara Mura,5940
Brunsbütteler Damm,5941
Palagianello,5942
National Park Ward,5943
Alberona,5944
KundziÅsala,5945
Dufferin,5946
Altofonte,5947
"Hermandades, La Carrasca",5948
ASHBURTON,5949
Pioneer,5950
Canyelles,5951
Espinelves,5952
Spinazzola,5953
Newcastle Ward,5954
Hellersdorf-Ost,5955
Campalto Gobbi,5956
Jerramungup ,5957
Comun Nuovo,5958
Centro Commerciale Panorama,5959
Caprino Bergamasco,5960
Serracapriola,5961
UrduÃ±a-OrduÃ±a,5962
Southcrest,5963
Galdakao,5964
Castelluccio Valmaggiore,5965
Macieira de Sarnes,5966
Azambuja,5967
"Pedro Salvador, Las Palmeritas",5968
Rustic,5969
Ward 51,5970
Dardanup ,5971
Concise,5972
Hayden Run,5973
Morrens (Vaud),5974
Coober Pedy ,5975
Serpentine-Jarrahdale ,5976
Sotto il Monte Giovanni XXIII,5977
Anchieta,5978
Bursinel,5979
Vandoeuvres,5980
Mezzojuso,5981
Sobreira,5982
Costa di Mezzate,5983
Springton,5984
Santa Elisabetta,5985
Inkerman,5986
IRWIN,5987
Parque Avellaneda,5988
Hillside,5989
Xewkija,5990
Torre Pallavicina,5991
Lurano,5992
Flinders ,5993
Cabreiros e Albergaria da Serra,5994
Vilminore di Scalve,5995
Provence,5996
East Side,5997
Ward 38,5998
Újezd,5999
Riesi,6000
Gericinó,6001
DERBY-WEST KIMBERLEY,6002
Kanpezu,6003
Averara,6004
Saint-Oyens,6005
Lignerolle,6006
Arrazua-Ubarrundia,6007
Pelham Bay,6008
FAVARA,6009
Fiumedinisi,6010
Boadella d'Empordà,6011
Pitangueiras,6012
South Kennedy Tract,6013
Igorre,6014
Vilar e Mosteiró,6015
Queensbury,6016
Juriens,6017
Huntington Park,6018
Riudellots de la Selva,6019
View Ridge,6020
Poliez-Pittet,6021
Rogno,6022
Cristelo,6023
Hukanui-Waerenga Ward,6024
Ropraz,6025
Sant Gregori,6026
Iruraiz-Gauna,6027
Eldon,6028
Co-op City,6029
Mortonhall and Anwickhill,6030
Berrobi,6031
Satalice,6032
Crans-près-Céligny,6033
Paladina,6034
Hartcliffe & Withywood,6035
Marsa,6036
Hampton,6037
Serradifalco,6038
West Englewood,6039
Sant Miquel de Campmajor,6040
Anières,6041
Ward 78,6042
Erandio,6043
Mangakino-Pouakani Ward,6044
Vaz Lobo,6045
Giustizia,6046
Frome Vale,6047
Mtarfa,6048
Palmerstown-Fonthill LEA-5,6049
Navan LEA-7,6050
"San Carlos, Tartessos",6051
Chittering ,6052
Cistella,6053
Emerson Hill,6054
Mitaka Shi,6055
CHAPMAN VALLEY,6056
Sant'Angelo Muxaro,6057
Rancho Dominguez,6058
Vinoř,6059
Givrins,6060
STEPHENSON,6061
Sheffield,6062
Klánovice,6063
Blenheim Ward,6064
Alnwick,6065
Olhalvo,6066
Bussy-Chardonney,6067
Cue ,6068
KATANNING,6069
MaÃ±aria,6070
Premolo,6071
Grumo Appula,6072
Portola Valley,6073
Amoroto,6074
Mount Isa ,6075
Golden Plains ,6076
Orbe,6077
Firhouse-Bohernabreena LEA-5,6078
Waihemo Ward,6079
Hardwicke,6080
Great Kills,6081
Muswellbrook ,6082
Arrankudiaga,6083
Hermenches,6084
Chofu Shi,6085
Mitchell ,6086
Burrillville,6087
Antillo,6088
Lakeshore - Lake Vista,6089
Nelson Park Ward,6090
BOYUP BROOK,6091
Berbenno,6092
Gingins,6093
South Tararua Ward,6094
Maxial e Monte Redondo,6095
Missy,6096
KARRATHA,6097
Lambrechtshoeken,6098
Barros Filho,6099
Cugy (Vaud),6100
Athens,6101
Tomás Coelho,6102
Bento Ribeiro,6103
West Scioto,6104
Hoboken - West,6105
Arraia-Maeztu,6106
San Cono,6107
Novara di Sicilia,6108
Del Castilho,6109
BEVERLEY,6110
Nogueira do Cravo e Pindelo,6111
Ward 65,6112
COOLGARDIE,6113
Bonita Long Canyon,6114
Colinton Mains and Firrhill,6115
Coast Ward,6116
Saint-Livres,6117
Avinyonet de Puigventós,6118
Levin Ward,6119
Fort Logan,6120
Inhoaíba,6121
Altstadt-Kietz,6122
Crestmont,6123
Cambridge,6124
Ugao-Miraballes,6125
Cudrefin,6126
Alkiza,6127
Ponte Nossa,6128
La Plata,6129
San Michele di Ganzaria,6130
Moldes,6131
Upper Hunter Shire ,6132
la Clota,6133
Urduliz,6134
Verdello,6135
Piltown LEA-5,6136
Lezo,6137
Southhampton,6138
Wainuiomata Ward,6139
Vecdaugava,6140
Maletto,6141
Champagne,6142
Nannup ,6143
West Farms,6144
Pavones,6145
Central Highlands ,6146
Leona Heights,6147
Mollens (Vaud),6148
Castanheira do Ribatejo e Cachoeiras,6149
Fuipiano Valle Imagna,6150
Atxondo,6151
Cooma-Monaro ,6152
Hermance,6153
Gwydir ,6154
Viladrau,6155
Greenlawn/Frank Road,6156
GOOMALLING,6157
Ramacca,6158
Mazzorbo,6159
Lousa,6160
Librizzi,6161
Palol de Revardit,6162
"El Juncal, Híspalis",6163
Montello,6164
East Whittier,6165
Anglès,6166
Pvoa de Santo Adrio e Olival de Basto,6167
Levate,6168
Confignon,6169
Condr,6170
Penrice,6171
Florida Area,6172
San Pablo A y B,6173
Pleasant Point-Temuka Ward,6174
North Tararua Ward,6175
Bullet,6176
North Linden,6177
Carrickmacross-Castleblayney LEA-6,6178
Baró de Viver,6179
Scaramuzza,6180
Montilliez,6181
Nembro,6182
Rolling Hills Ranch,6183
Shea-Oak Log,6184
Chipman,6185
Dundalk South LEA-7,6186
Água Longa,6187
Rabós,6188
Sabre Springs,6189
Roccavaldina,6190
Grone,6191
Commerce,6192
Stratford Urban Ward,6193
Gudja,6194
Teviot Valley Ward,6195
Lifford-Stranorlar LEA-6,6196
Costa Serina,6197
Henbury & Brentry,6198
Gerritsen Beach,6199
PARCO BOSCO IN CITT,6200
East Pilbara ,6201
Sant Andreu Salou,6202
Tannay,6203
Paekākāriki-Raumati Ward,6204
Scituate,6205
Saint Marys,6206
Wyndham-East Kimberley ,6207
Mathod,6208
Leonforte,6209
Nebušice,6210
Cene,6211
Lourosa,6212
Parada de Todeia,6213
Corsier,6214
Rancho Del Rey,6215
Stanley,6216
Gundagai ,6217
San Matías,6218
Studholm,6219
Agrela,6220
Sky Line,6221
Ward 41,6222
Campdevànol,6223
Macieira da Maia,6224
DreiliÅi,6225
Stratford Rural Ward,6226
Roccella Valdemone,6227
Consolación,6228
Villafrati,6229
Llanars,6230
Cerami,6231
Serinyà,6232
Berriatua,6233
Sobrante Park,6234
Asseggiano,6235
Sammichele di Bari,6236
Edison Park,6237
Polder,6238
Te Hāwera Ward,6239
La Barzola,6240
Bonvillars,6241
Ornica,6242
Hinchinbrook ,6243
Vich,6244
Bitetto,6245
Hiller Highlands,6246
Sunbow,6247
Northam ,6248
Tenterfield ,6249
MENZIES,6250
Alimena,6251
Chavannes-de-Bogis,6252
Kojonup ,6253
PARCO NORD,6254
Estela,6255
78742,6256
Cidade Universitária,6257
Wollondilly ,6258
Otxandio,6259
Bradbury,6260
CANTALUPA,6261
Tumby Bay ,6262
Siemensstadt,6263
Waipa Ward,6264
Bonate Sopra,6265
Stornarella,6266
Cardwell,6267
Tropeço,6268
Northesk,6269
Cowra ,6270
Ekeren Centrum,6271
Alguber,6272
East Compton,6273
Zeanuri,6274
Grens,6275
Marshall Park,6276
Isola di Fondra,6277
Dima,6278
Collins View,6279
Sanguedo,6280
Yosemite Dr,6281
Aveiras de Baixo,6282
Αγαθονησίου (Agathonisi),6283
Mataderos,6284
L'Isle,6285
Nellis AFB,6286
Gilly,6287
Gardênia Azul,6288
Hasley Canyon,6289
Suchy,6290
Meranges,6291
Fornos,6292
Fussa Shi,6293
Artzentales,6294
Pedrengo,6295
Sapataria,6296
Monte Córdova,6297
São Pedro Fins,6298
Lazy Lake,6299
Glenfair,6300
Nungarin ,6301
Viadanica,6302
Foixà,6303
Denens,6304
ArmiÃ±Ã³n,6305
Montherod,6306
Chicago Lawn,6307
Todt Hill,6308
Piazza Brembana,6309
Pino Flores,6310
CARNAMAH,6311
Waterborough,6312
Saint-Quentin,6313
DÄrziÅi,6314
Le Vaud,6315
Montemaggiore Belsito,6316
Patten,6317
Brembate di Sopra,6318
Broken Hill ,6319
"Begoña, Santa Catalina",6320
Tronchetto,6321
Cusio,6322
Jefferson,6323
Drummond,6324
Aramoana-Ruahine Ward,6325
Montagnareale,6326
Deurne Zuid Oost,6327
Vale do Paraso,6328
"Vila Chã, Codal e Vila Cova de Perrinho",6329
Valdezorras,6330
WYNDHAM-EAST KIMBERLEY,6331
Manguinhos,6332
South Diamond Bar,6333
Ceduna ,6334
Eastern Ward/Pāuatahanui ki te uunga mai o te ra,6335
Orta Nova,6336
Saint Elizabeth,6337
Brunswick,6338
Zodiaco,6339
Puplinge,6340
Villafranca Sicula,6341
Olaberria,6342
Al,6343
Ghaxaq,6344
Warrumbungle Shire ,6345
Valnegra,6346
"Bagunte, Ferreiró, Outeiro Maior e Parada",6347
PeÃ±acerrada-Urizaharra,6348
